timestamp,open,high,low,close,volume,symbol
2023-01-03,130.27999877929688,130.89999389648438,124.16999816894531,125.06999969482422,112117500,AAPL
2023-01-03,85.45999908447266,86.95999908447266,84.20999908447266,85.81999969482422,76706000,AMZN
2023-01-03,89.83000183105469,91.55000305175781,89.0199966430664,89.69999694824219,20738500,GOOG
2023-01-03,176.16000366210938,178.3800048828125,176.00999450683594,178.19000244140625,6344900,JNJ
2023-01-03,135.24000549316406,136.74000549316406,133.88999938964844,135.1199951171875,11054800,JPM
2023-01-03,122.81999969482422,126.37000274658203,122.27999877929688,124.73999786376953,35528500,META
2023-01-03,243.0800018310547,245.75,237.39999389648438,239.5800018310547,25740000,MSFT
2023-01-03,14.85099983215332,14.996000289916992,14.095999717712402,14.3149995803833,401277000,NVDA
2023-01-03,118.47000122070312,118.80000305175781,104.63999938964844,108.0999984741211,231402800,TSLA
2023-01-03,209.27999877929688,212.3300018310547,206.16000366210938,207.38999938964844,4202800,V
2023-01-04,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,89113600,AAPL
2023-01-04,86.55000305175781,86.9800033569336,83.36000061035156,85.13999938964844,68885100,AMZN
2023-01-04,91.01000213623047,91.23999786376953,87.80000305175781,88.70999908447266,27046500,GOOG
2023-01-04,178.88999938964844,180.19000244140625,178.47999572753906,180.1300048828125,9788800,JNJ
2023-01-04,135.99000549316406,137.67999267578125,135.57000732421875,136.3800048828125,11687600,JPM
2023-01-04,127.37999725341797,129.0500030517578,125.8499984741211,127.37000274658203,32397100,META
2023-01-04,232.27999877929688,232.8699951171875,225.9600067138672,229.10000610351562,50623400,MSFT
2023-01-04,14.567000389099121,14.852999687194824,14.241000175476074,14.74899959564209,431324000,NVDA
2023-01-04,109.11000061035156,114.58999633789062,107.5199966430664,113.63999938964844,180389000,TSLA
2023-01-04,209.6199951171875,213.1999969482422,209.6199951171875,212.61000061035156,6606200,V
2023-01-05,127.12999725341797,127.7699966430664,124.76000213623047,125.0199966430664,80962700,AAPL
2023-01-05,85.33000183105469,85.41999816894531,83.06999969482422,83.12000274658203,67930800,AMZN
2023-01-05,88.06999969482422,88.20999908447266,86.55999755859375,86.7699966430664,23136100,GOOG
2023-01-05,179.02000427246094,179.99000549316406,178.41000366210938,178.8000030517578,6255300,JNJ
2023-01-05,135.66000366210938,135.7100067138672,133.6999969482422,135.35000610351562,8381300,JPM
2023-01-05,126.12999725341797,128.52000427246094,124.54000091552734,126.94000244140625,25447100,META
